number,city,area,name,set,address,x,y,tel
1324,新北市,土城區,新北市私立廣福幼兒園,私立,新北市土城區學府路一段5號1~2樓、5-2號2樓,121.458771,24.988353,(02)82732820
1325,新北市,土城區,新北市私立慈霖幼兒園,私立,新北市土城區金城路二段211號1、2樓,121.454531,24.982023,(02)22641686
1326,新北市,土城區,新北市私立永昇幼兒園,私立,新北市土城區清水路214號、216號各1、2、3樓,121.460773,24.982002,(02)22660600
1327,新北市,土城區,新北市私立欣和幼兒園,私立,新北市土城區延吉街253巷18弄3號1.2樓,121.467485,24.983982,(02)22638550
1328,新北市,土城區,新北市私立新華園幼兒園,私立,新北市土城區清水路267號1~2樓,121.463543,24.985173,(02)22611016
1329,新北市,土城區,新北市私立文藻幼兒園,私立,新北市土城區金城路3段19號1、2樓,121.464997,24.986491,(02)82621250
1330,新北市,土城區,新北市私立樹德幼兒園,私立,新北市土城區裕民路114巷25、27、31號2樓,121.450101,24.985498,(02)22703828
1331,新北市,土城區,新北市私立安佳幼兒園,私立,新北市土城區廣明街74、76號,121.454678,24.994519,(02)89668515
1332,新北市,土城區,新北市私立土農幼兒園,私立,新北市土城區永和路23號1樓,121.43522,24.963406,(02)22696788
1333,新北市,土城區,新北市私立森林幼兒園,私立,新北市土城區學府路一段115巷13號1~2樓,121.456117,24.987129,(02)22654268
1334,新北市,土城區,新北市私立立新幼兒園,私立,新北市土城區中央路2段149巷10弄2號1樓、4號1樓,121.442854,24.97631,(02)22634151
1335,新北市,土城區,新北市私立安和幼兒園,私立,新北市土城區延和路105巷1弄4號1樓,121.467338,24.990463,(02)22643340
1336,新北市,土城區,新北市私立征洋幼兒園,私立,新北市土城區仁愛路16巷3弄7、7-1、9、9-1號,121.460149,24.980253,(02)22611953
1337,新北市,土城區,新北市私立裕德幼兒園,私立,新北市土城區中華路一段46之1號附2、3樓,121.445929,24.989436,(02)82618181
1338,新北市,土城區,新北市私立名亮幼兒園,私立,新北市土城區金城路2段260號2樓,121.457622,24.983526,(02)82623971
1339,新北市,土城區,新北市私立休士頓幼兒園,私立,新北市土城區明德路一段74號1.2.3樓,121.464492,24.979945,(02)22633066
1340,新北市,土城區,新北市私立金城幼兒園,私立,新北市土城區延和路180號1樓,121.469093,24.99021,(02)22735233
1341,新北市,土城區,新北市私立土城育全幼兒園,私立,新北市土城區學府路1段98巷32號1樓、2樓、3樓,121.455755,24.988599,(02)22628181
1342,新北市,土城區,新北市私立京揚幼兒園,私立,新北市土城區金城路三段152號1、2樓,121.467079,24.987199,(02)22604506
1343,新北市,土城區,新北市私立裕德藝術幼兒園,私立,新北市土城區中華路一段46號1樓,121.445981,24.989277,(02)82618181
1344,新北市,土城區,新北市私立全球幼兒園,私立,新北市土城區立德路135巷2-1號,121.464567,24.986609,(02)22652939
1345,新北市,土城區,新北市私立幼強幼兒園,私立,新北市土城區延吉街78巷1弄2、4、6、8、10號,121.47078,24.986757,(02)22617239
1346,新北市,土城區,新北市私立丹妮爾幼兒園,私立,新北市土城區中央路一段285、287號,121.443153,24.980979,(02)22633647
1347,新北市,土城區,新北市私立土城名仁幼兒園,私立,新北市土城區延吉街217巷9弄3號,121.469026,24.984691,(02)82621941
1348,新北市,土城區,新北市私立奇士華幼兒園,私立,新北市土城區青仁路31號1樓,121.460387,24.978618,(02)82626681
1349,新北市,土城區,新北市私立延吉幼兒園,私立,新北市土城區延吉街253巷14號、16號1樓,121.467667,24.984285,(02)22640248
1350,新北市,土城區,新北市私立裕民幼兒園,私立,新北市土城區中央路一段223號1、2、3樓,121.445659,24.986317,(02)82601401
1351,新北市,土城區,新北市私立史丹福幼兒園,私立,新北市土城區中央路二段326號1樓,121.440214,24.972515,(02)22705070
1352,新北市,土城區,新北市私立培幼幼兒園,私立,新北市土城區中央路二段61巷48號、61巷44弄3號1樓、61巷50弄2號及4號1樓,121.44319,24.978472,(02)22605450
1353,新北市,土城區,新北市私立迪爾幼兒園,私立,新北市土城區中央路二段61巷30號、32號1樓,121.443412,24.978494,(02)22612786
1354,新北市,土城區,新北市私立天翔幼兒園,私立,新北市土城區學享街47號、49號1、2樓,121.451952,24.987296,(02)82612548
1355,新北市,土城區,新北市私立常春藤幼兒園,私立,新北市土城區青仁路1號,121.461489,24.979347,(02)82732241
1356,新北市,土城區,新北市私立米亞藝術幼兒園,私立,新北市土城區員林街16號、16之1號1樓,121.443284,24.977706,(02)82626782
1357,新北市,土城區,新北市私立吉恩幼兒園,私立,新北市土城區中央路二段392之1號1、2樓,121.439487,24.970936,(02)82611194
1358,新北市,土城區,新北市私立維多莉爾幼兒園,私立,新北市土城區金城路三段64號1、2樓,121.466346,24.986806,(02)22662518
1359,新北市,土城區,新北市私立維多莉爾南天母幼兒園,私立,新北市土城區南天母路111巷10之1號1樓,121.448569,24.955363,(02)22678358
1360,新北市,土城區,新北市私立茁壯園幼兒園,私立,新北市土城區福祥街42巷9號、11號,121.441942,24.980806,(02)22668357
1361,新北市,土城區,新北市私立頂埔幼兒園,私立,新北市土城區中州路24巷5號1、2樓,121.414711,24.957592,(02)22681395
1362,新北市,土城區,新北市私立立仁幼兒園,私立,新北市土城區樂利街5號1、2樓,121.448408,24.986096,(02)22613248
1363,新北市,土城區,新北市私立肯恩土城幼兒園,私立,新北市土城區學士路12巷16號1樓及18號1、2樓,121.453148,24.983708,(02)22638303
1364,新北市,土城區,新北市私立凱樂幼兒園,私立,新北市土城區中央路三段189號2樓,121.430881,24.964915,(02)22688203
1365,新北市,土城區,新北市私立高登幼兒園,私立,新北市土城區中央路3段279號1、2、3樓,121.426895,24.963508,(02)22691177
1366,新北市,土城區,新北市私立嘉府幼兒園,私立,新北市土城區學府路1段155巷2號2樓、157號2樓,121.453423,24.985721,(02)82625512
1367,新北市,土城區,新北市私立愛妮爾國際幼兒園,私立,新北市土城區中央路3段99號,121.43696,24.966922,(02)22689597
1368,新北市,土城區,新北市中正非營利幼兒園(委託財團法人三之三生命教育基金會辦理),非營利,新北市土城區金城路二段247號1樓,121.456841,24.983456,(02)22707998
1369,新北市,土城區,新北市海工非營利幼兒園(委託社團法人新北市幼兒成長協會辦理),非營利,新北市土城區學府路一段241號1樓,121.45038,24.983308,(02)22730517
1370,新北市,三峽區,新北市立三峽國民中學附設幼兒園,公立,新北市三峽區復興路238號,121.369074,24.939057,(02)26711043#300
1371,新北市,三峽區,新北市立安溪國民中學附設幼兒園,公立,新北市三峽區大同路135號,121.372761,24.926568,(02)26717851#501
1372,新北市,三峽區,新北市三峽區三峽國民小學附設幼兒園,公立,新北市三峽區中山路16號,121.367549,24.934999,(02)26711018#850
1373,新北市,三峽區,新北市三峽區建安國民小學附設幼兒園,公立,新北市三峽區建安路67號,121.4471502,24.92658167,(02)26726783#105
1374,新北市,三峽區,新北市三峽區民義國民小學附設幼兒園,公立,新北市三峽區白雞路40號,121.3756074,24.9121381,(02)26711895#841
1375,新北市,三峽區,新北市三峽區五寮國民小學附設幼兒園,公立,新北市三峽區69號,121.3597502,24.85916122,(02)26720298#30
1376,新北市,三峽區,新北市三峽區插角國民小學附設幼兒園,公立,新北市三峽區39號,121.4050468,24.87237689,(02)26720230#840
1377,新北市,三峽區,新北市三峽區介壽國民小學附設幼兒園,公立,新北市三峽區大同路1號,121.378519,24.929829,(02)26712392#60
1378,新北市,三峽區,新北市三峽區大埔國民小學附設幼兒園,公立,新北市三峽區大埔路130號,121.366463,24.905743,(02)26712523#140
1379,新北市,三峽區,新北市立三峽幼兒園,公立,新北市三峽區溪東路218巷1號2樓,121.407651,24.931661,(02)86762565
1380,新北市,三峽區,新北市立三峽幼兒園中興分班,公立,新北市三峽區介壽路二段136巷63號,121.392714,24.933199,(02)86763332#28
1381,新北市,三峽區,新北市立三峽幼兒園龍埔分班,公立,新北市三峽區三樹路214巷9號,121.379876,24.941911,(02)26733873
1382,新北市,三峽區,新北市私立童妍幼兒園,私立,新北市三峽區大學路151號1樓,121.373159,24.945134,(02)86710636
1383,新北市,三峽區,財團法人享翔葉克膜教育基金會附設新北市私立翔耀幼兒園,私立,新北市三峽區大德路302號1樓,121.37436,24.948096,(02)26730873
1384,新北市,三峽區,新北市私立瑪莉亞蒙特梭利幼兒園,私立,新北市三峽區大德路493號1樓(含夾層),121.373842,24.948411,(02)86726343
1385,新北市,三峽區,新北市私立溫特爾幼兒園,私立,新北市三峽區三樹路336號1、2、3樓,121.382198,24.943905,(02)26718181
1386,新北市,三峽區,新北市三峽區農會附設新北市私立幼兒園,私立,新北市三峽區長泰街98巷5號2樓,121.375916,24.933983,(02)26711002#126
1387,新北市,三峽區,新北市私立聖母幼兒園,私立,新北市三峽區中園街71-1號,121.36817,24.925628,(02)86713100
1388,新北市,三峽區,新北市私立朝陽幼兒園,私立,新北市三峽區復興路132巷7號1、2樓,121.372308,24.938922,(02)26719202
1389,新北市,三峽區,新北市私立文化幼兒園,私立,新北市三峽區大勇路3巷1、3號,121.368145,24.936858,(02)26717156
1390,新北市,三峽區,新北市私立文強幼兒園,私立,新北市三峽區中山路257巷2號、4號1樓,121.362247,24.937124,(02)26718832
1391,新北市,三峽區,新北市私立快樂靜思園幼兒園,私立,新北市三峽區中華路15巷5號1樓(含夾層)、7號1樓(含夾層),121.373676,24.931567,(02)86717127
1392,新北市,三峽區,新北市私立育全三峽幼兒園,私立,新北市三峽區長泰街24號1樓、24之1號1樓、2樓、3樓,121.378743,24.931477,(02)26748181
1393,新北市,三峽區,新北市私立智文幼兒園,私立,新北市三峽區大義路249號1、2樓,121.377632,24.945846,(02)86722358
1394,新北市,三峽區,新北市私立小甜甜幼兒園,私立,新北市三峽區中山路106巷17弄14號1、2樓,121.365606,24.936316,(02)77306611
1395,新北市,三峽區,新北市私立山姆叔叔幼兒園,私立,新北市三峽區學勤路125號1.2樓,121.375579,24.946987,(02)86712899#9
1396,新北市,三峽區,新北市私立佳兒幼兒園,私立,新北市三峽區中正路1段108巷30號1-2樓,121.373318,24.930577,(02)26718964
1397,新北市,三峽區,新北市私立金祥慈幼兒園,私立,新北市三峽區和平街36巷7弄1號1.2樓,121.370746,24.937183,(02)26741273
1398,新北市,三峽區,新北市私立幼心園幼兒園,私立,新北市三峽區介壽路一段276巷108弄38號1、2樓,121.379095,24.927773,(02)26740645
1399,新北市,三峽區,新北市私立童話村幼兒園,私立,新北市三峽區光明路100之6號2樓,121.375998,24.92799,(02)86725570
1400,新北市,三峽區,新北市私立佩思幼兒園,私立,新北市三峽區中華路25號1樓,121.373559,24.931446,(02)26728882
1401,新北市,三峽區,新北市私立東北藝園幼兒園,私立,新北市三峽區民族街28巷9弄12、16、20號各1樓,121.368741,24.931063,(02)26713321
1402,新北市,三峽區,新北市私立啟育幼兒園,私立,新北市三峽區民生街59號1、2、3樓及民生街27巷14、16、18、20、22號各1樓,121.370496,24.934726,(02)26719995
1403,新北市,三峽區,新北市私立恆育幼兒園,私立,新北市三峽區橫溪路99巷80號,121.4009244,24.93764337,(02)86763857
1404,新北市,三峽區,新北市私立璦俐兒幼兒園,私立,新北市三峽區大同路1-5號,121.378118,24.929521,(02)26742222
1405,新北市,三峽區,新北市私立東橙幼兒園,私立,新北市三峽區大德路70號1、2樓及72號2樓,121.377512,24.943225,(02)26731996
1406,新北市,三峽區,新北市私立小樹苗幼兒園,私立,新北市三峽區復興路80巷14弄1、5號,121.374087,24.937383,(02)26732336
1407,新北市,三峽區,新北市私立北大幼兒園,私立,新北市三峽區復興路177巷8號1樓、10號1、2樓,121.369944,24.937951,(02)26721286
1408,新北市,三峽區,新北市私立娃娃國幼兒園,私立,新北市三峽區大義路239號,121.376849,24.945612,(02)86719717
1409,新北市,三峽區,新北市龍埔成長非營利幼兒園(委託財團法人成長文教基金會辦理),非營利,新北市三峽區大學路6號,121.377883,24.940678,(02)86716711#890
1410,新北市,三峽區,新北市安溪非營利幼兒園(委託社團法人桃園市教保服務人員協會辦理),非營利,新北市三峽區中華路42號,121.372221,24.931222,(02)26718607
1411,新北市,三峽區,新北市漢翔非營利幼兒園(委託財團法人三之三生命教育基金會辦理),非營利,新北市三峽區大學路218號1至3樓,121.372445,24.947144,(02)26729891
1412,新北市,三峽區,社團法人中華音樂舞蹈暨表演藝術教育協會附設新北市私立北大非營利幼兒園(新北市政府委託辦理),非營利,新北市三峽區國光街100號A棟1樓至2樓,121.372986,24.939198,(02)86717373
1413,新北市,三峽區,新北市中園非營利幼兒園(委託財團法人成長文教基金會辦理),非營利,新北市三峽區弘園街22號,121.367185,24.927828,(02)86720070
